brand,lens,code,category,index,form,type,blank_mm,sph_min,sph_max,cyl_max,combined_max,price,coating,notes
Hoya,Nulux iDentity V+,NIV-1.50,Single vision,1.50,Aspheric,grind,65,+2.75,+10.00,-6.00,,37.30,ViewProtect BlueControl,guide p84
Hoya,Nulux iDentity V+,NIV-1.50,Single vision,1.50,Aspheric,grind,70,-8.00,+2.50,-6.00,8.25,42.10,Hi-Vision Meiryo Diamond,guide p84
Hoya,Nulux iDentity V+,NIV-1.50,Single vision,1.50,Aspheric,grind,65,-10.00,+0.00,-6.00,10.00,42.10,Hi-Vision Meiryo Diamond,guide p84
Hoya,Nulux iDentity V+,NIV-1.50,Single vision,1.50,Aspheric,grind,65,+2.75,+10.00,-6.00,,42.10,Hi-Vision Meiryo Diamond,guide p84
Hoya,Nulux iDentity V+,NIV-1.50,Single vision,1.50,Aspheric,grind,70,-8.00,+2.50,-6.00,8.25,44.60,Diamond Finish UV BlueControl,guide p84
Hoya,Nulux iDentity V+,NIV-1.50,Single vision,1.50,Aspheric,grind,65,-10.00,+0.00,-6.00,10.00,44.60,Diamond Finish UV BlueControl,guide p84
Hoya,Nulux iDentity V+,NIV-1.50,Single vision,1.50,Aspheric,grind,65,+2.75,+10.00,-6.00,,44.60,Diamond Finish UV BlueControl,guide p84
Hoya,Nulux iDentity V+,NIV-1.50,Single vision,1.50,Aspheric,grind,70,-8.00,+2.50,-6.00,8.25,45.10,Full Control,guide p84
Hoya,Nulux iDentity V+,NIV-1.50,Single vision,1.50,Aspheric,grind,65,-10.00,+0.00,-6.00,10.00,45.10,Full Control,guide p84
Hoya,Nulux iDentity V+,NIV-1.50,Single vision,1.50,Aspheric,grind,65,+2.75,+10.00,-6.00,,45.10,Full Control,guide p84
Hoya,Nulux iDentity V+,NIV-1.50,Single vision,1.50,Aspheric,grind,70,-8.00,+2.50,-6.00,8.25,39.10,Hi-Vision Sun Pro,guide p84
Hoya,Nulux iDentity V+,NIV-1.50,Single vision,1.50,Aspheric,grind,65,-10.00,+0.00,-6.00,10.00,39.10,Hi-Vision Sun Pro,guide p84
Hoya,Nulux iDentity V+,NIV-1.50,Single vision,1.50,Aspheric,grind,65,+2.75,+10.00,-6.00,,39.10,Hi-Vision Sun Pro,guide p84
Hoya,Nulux iDentity V+,NIV-1.50,Single vision,1.50,Aspheric,grind,70,-8.00,+2.50,-6.00,8.25,40.10,Mirror,guide p84
Hoya,Nulux iDentity V+,NIV-1.50,Single vision,1.50,Aspheric,grind,65,-10.00,+0.00,-6.00,10.00,40.10,Mirror,guide p84
Hoya,Nulux iDentity V+,NIV-1.50,Single vision,1.50,Aspheric,grind,65,+2.75,+10.00,-6.00,,40.10,Mirror,guide p84
Hoya,Nulux iDentity V+ Sensity 2 / Dark / Fast / Shine,NIV-1.50,Single vision,1.50,Aspheric,grind,70,-8.00,+2.50,-6.00,8.25,52.69,Hi-Vision ViewProtect,Sensity photochromic; guide p84; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Sensity 2 / Dark / Fast / Shine,NIV-1.50,Single vision,1.50,Aspheric,grind,65,-10.00,+0.00,-6.00,10.00,52.69,Hi-Vision ViewProtect,Sensity photochromic; guide p84; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Sensity 2 / Dark / Fast / Shine,NIV-1.50,Single vision,1.50,Aspheric,grind,65,+2.75,+10.00,-6.00,,52.69,Hi-Vision ViewProtect,Sensity photochromic; guide p84; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Sensity 2 / Dark / Fast / Shine,NIV-1.50,Single vision,1.50,Aspheric,grind,70,-8.00,+2.50,-6.00,8.25,55.69,ViewProtect BlueControl,Sensity photochromic; guide p84; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Sensity 2 / Dark / Fast / Shine,NIV-1.50,Single vision,1.50,Aspheric,grind,65,-10.00,+0.00,-6.00,10.00,55.69,ViewProtect BlueControl,Sensity photochromic; guide p84; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Sensity 2 / Dark / Fast / Shine,NIV-1.50,Single vision,1.50,Aspheric,grind,65,+2.75,+10.00,-6.00,,55.69,ViewProtect BlueControl,Sensity photochromic; guide p84; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Sensity 2 / Dark / Fast / Shine,NIV-1.50,Single vision,1.50,Aspheric,grind,70,-8.00,+2.50,-6.00,8.25,57.34,Hi-Vision Meiryo Diamond,Sensity photochromic; guide p84; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Sensity 2 / Dark / Fast / Shine,NIV-1.50,Single vision,1.50,Aspheric,grind,65,-10.00,+0.00,-6.00,10.00,57.34,Hi-Vision Meiryo Diamond,Sensity photochromic; guide p84; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Sensity 2 / Dark / Fast / Shine,NIV-1.50,Single vision,1.50,Aspheric,grind,65,+2.75,+10.00,-6.00,,57.34,Hi-Vision Meiryo Diamond,Sensity photochromic; guide p84; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Sensity 2 / Dark / Fast / Shine,NIV-1.50,Single vision,1.50,Aspheric,grind,70,-8.00,+2.50,-6.00,8.25,59.84,Diamond Finish UV BlueControl,Sensity photochromic; guide p84; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Sensity 2 / Dark / Fast / Shine,NIV-1.50,Single vision,1.50,Aspheric,grind,65,-10.00,+0.00,-6.00,10.00,59.84,Diamond Finish UV BlueControl,Sensity photochromic; guide p84; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Sensity 2 / Dark / Fast / Shine,NIV-1.50,Single vision,1.50,Aspheric,grind,65,+2.75,+10.00,-6.00,,59.84,Diamond Finish UV BlueControl,Sensity photochromic; guide p84; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Sensity 2 / Dark / Fast / Shine,NIV-1.50,Single vision,1.50,Aspheric,grind,70,-8.00,+2.50,-6.00,8.25,62.34,Full Control,Sensity photochromic; guide p84; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Sensity 2 / Dark / Fast / Shine,NIV-1.50,Single vision,1.50,Aspheric,grind,65,-10.00,+0.00,-6.00,10.00,62.34,Full Control,Sensity photochromic; guide p84; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Sensity 2 / Dark / Fast / Shine,NIV-1.50,Single vision,1.50,Aspheric,grind,65,+2.75,+10.00,-6.00,,62.34,Full Control,Sensity photochromic; guide p84; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Sensity 2 / Dark / Fast / Shine,NIV-1.50,Single vision,1.50,Aspheric,grind,70,-8.00,+2.50,-6.00,8.25,54.34,Hi-Vision Sun Pro,Sensity photochromic; guide p84; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Sensity 2 / Dark / Fast / Shine,NIV-1.50,Single vision,1.50,Aspheric,grind,65,-10.00,+0.00,-6.00,10.00,54.34,Hi-Vision Sun Pro,Sensity photochromic; guide p84; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Sensity 2 / Dark / Fast / Shine,NIV-1.50,Single vision,1.50,Aspheric,grind,65,+2.75,+10.00,-6.00,,54.34,Hi-Vision Sun Pro,Sensity photochromic; guide p84; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Sensity 2 / Dark / Fast / Shine,NIV-1.50,Single vision,1.50,Aspheric,grind,70,-8.00,+2.50,-6.00,8.25,55.34,Mirror,Sensity photochromic; guide p84; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Sensity 2 / Dark / Fast / Shine,NIV-1.50,Single vision,1.50,Aspheric,grind,65,-10.00,+0.00,-6.00,10.00,55.34,Mirror,Sensity photochromic; guide p84; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Sensity 2 / Dark / Fast / Shine,NIV-1.50,Single vision,1.50,Aspheric,grind,65,+2.75,+10.00,-6.00,,55.34,Mirror,Sensity photochromic; guide p84; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Sensity Colours,NIV-1.50,Single vision,1.50,Aspheric,grind,70,-8.00,+2.50,-6.00,8.25,59.84,Hi-Vision Sun Pro,Sensity photochromic; guide p84; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Sensity Colours,NIV-1.50,Single vision,1.50,Aspheric,grind,65,-10.00,+0.00,-6.00,10.00,59.84,Hi-Vision Sun Pro,Sensity photochromic; guide p84; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Sensity Colours,NIV-1.50,Single vision,1.50,Aspheric,grind,65,+2.75,+10.00,-6.00,,59.84,Hi-Vision Sun Pro,Sensity photochromic; guide p84; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Sensity Colours,NIV-1.50,Single vision,1.50,Aspheric,grind,70,-8.00,+2.50,-6.00,8.25,60.84,Mirror,Sensity photochromic; guide p84; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Sensity Colours,NIV-1.50,Single vision,1.50,Aspheric,grind,65,-10.00,+0.00,-6.00,10.00,60.84,Mirror,Sensity photochromic; guide p84; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Sensity Colours,NIV-1.50,Single vision,1.50,Aspheric,grind,65,+2.75,+10.00,-6.00,,60.84,Mirror,Sensity photochromic; guide p84; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Phoenix,NIV-1.53,Single vision,1.53,Aspheric,grind,70,-10.00,+8.00,-6.00,10.00,42.32,Hi-Vision ViewProtect,guide p85 minus grid label reads 75mm but spec says 65/70 - using 70
Hoya,Nulux iDentity V+ Phoenix,NIV-1.53,Single vision,1.53,Aspheric,grind,65,-13.00,+0.00,-6.00,13.00,42.32,Hi-Vision ViewProtect,guide p85
Hoya,Nulux iDentity V+ Phoenix,NIV-1.53,Single vision,1.53,Aspheric,grind,65,+8.25,+9.00,-6.00,,42.32,Hi-Vision ViewProtect,guide p85
Hoya,Nulux iDentity V+ Phoenix,NIV-1.53,Single vision,1.53,Aspheric,grind,70,-10.00,+8.00,-6.00,10.00,45.32,ViewProtect BlueControl,guide p85 minus grid label reads 75mm but spec says 65/70 - using 70
Hoya,Nulux iDentity V+ Phoenix,NIV-1.53,Single vision,1.53,Aspheric,grind,65,-13.00,+0.00,-6.00,13.00,45.32,ViewProtect BlueControl,guide p85
Hoya,Nulux iDentity V+ Phoenix,NIV-1.53,Single vision,1.53,Aspheric,grind,65,+8.25,+9.00,-6.00,,45.32,ViewProtect BlueControl,guide p85
Hoya,Nulux iDentity V+ Phoenix,NIV-1.53,Single vision,1.53,Aspheric,grind,70,-10.00,+8.00,-6.00,10.00,46.97,Hi-Vision Meiryo Diamond,guide p85 minus grid label reads 75mm but spec says 65/70 - using 70
Hoya,Nulux iDentity V+ Phoenix,NIV-1.53,Single vision,1.53,Aspheric,grind,65,-13.00,+0.00,-6.00,13.00,46.97,Hi-Vision Meiryo Diamond,guide p85
Hoya,Nulux iDentity V+ Phoenix,NIV-1.53,Single vision,1.53,Aspheric,grind,65,+8.25,+9.00,-6.00,,46.97,Hi-Vision Meiryo Diamond,guide p85
Hoya,Nulux iDentity V+ Phoenix,NIV-1.53,Single vision,1.53,Aspheric,grind,70,-10.00,+8.00,-6.00,10.00,49.47,Diamond Finish UV BlueControl,guide p85 minus grid label reads 75mm but spec says 65/70 - using 70
Hoya,Nulux iDentity V+ Phoenix,NIV-1.53,Single vision,1.53,Aspheric,grind,65,-13.00,+0.00,-6.00,13.00,49.47,Diamond Finish UV BlueControl,guide p85
Hoya,Nulux iDentity V+ Phoenix,NIV-1.53,Single vision,1.53,Aspheric,grind,65,+8.25,+9.00,-6.00,,49.47,Diamond Finish UV BlueControl,guide p85
Hoya,Nulux iDentity V+ Phoenix,NIV-1.53,Single vision,1.53,Aspheric,grind,70,-10.00,+8.00,-6.00,10.00,51.97,Full Control,guide p85 minus grid label reads 75mm but spec says 65/70 - using 70
Hoya,Nulux iDentity V+ Phoenix,NIV-1.53,Single vision,1.53,Aspheric,grind,65,-13.00,+0.00,-6.00,13.00,51.97,Full Control,guide p85
Hoya,Nulux iDentity V+ Phoenix,NIV-1.53,Single vision,1.53,Aspheric,grind,65,+8.25,+9.00,-6.00,,51.97,Full Control,guide p85
Hoya,Nulux iDentity V+ Phoenix,NIV-1.53,Single vision,1.53,Aspheric,grind,70,-10.00,+8.00,-6.00,10.00,43.97,Hi-Vision Sun Pro,guide p85 minus grid label reads 75mm but spec says 65/70 - using 70
Hoya,Nulux iDentity V+ Phoenix,NIV-1.53,Single vision,1.53,Aspheric,grind,65,-13.00,+0.00,-6.00,13.00,43.97,Hi-Vision Sun Pro,guide p85
Hoya,Nulux iDentity V+ Phoenix,NIV-1.53,Single vision,1.53,Aspheric,grind,65,+8.25,+9.00,-6.00,,43.97,Hi-Vision Sun Pro,guide p85
Hoya,Nulux iDentity V+ Phoenix,NIV-1.53,Single vision,1.53,Aspheric,grind,70,-10.00,+8.00,-6.00,10.00,56.33,Mirror,guide p85 minus grid label reads 75mm but spec says 65/70 - using 70
Hoya,Nulux iDentity V+ Phoenix,NIV-1.53,Single vision,1.53,Aspheric,grind,65,-13.00,+0.00,-6.00,13.00,56.33,Mirror,guide p85
Hoya,Nulux iDentity V+ Phoenix,NIV-1.53,Single vision,1.53,Aspheric,grind,65,+8.25,+9.00,-6.00,,56.33,Mirror,guide p85
Hoya,Nulux iDentity V+ Phoenix Sensity 2 / Dark / Fast / Shine,NIV-1.53,Single vision,1.53,Aspheric,grind,70,-10.00,+8.00,-6.00,10.00,65.12,Hi-Vision ViewProtect,Sensity photochromic; guide p85 minus grid label reads 75mm but spec says 65/70 - using 70; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Phoenix Sensity 2 / Dark / Fast / Shine,NIV-1.53,Single vision,1.53,Aspheric,grind,65,-13.00,+0.00,-6.00,13.00,65.12,Hi-Vision ViewProtect,Sensity photochromic; guide p85; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Phoenix Sensity 2 / Dark / Fast / Shine,NIV-1.53,Single vision,1.53,Aspheric,grind,65,+8.25,+9.00,-6.00,,65.12,Hi-Vision ViewProtect,Sensity photochromic; guide p85; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Phoenix Sensity 2 / Dark / Fast / Shine,NIV-1.53,Single vision,1.53,Aspheric,grind,70,-10.00,+8.00,-6.00,10.00,68.12,ViewProtect BlueControl,Sensity photochromic; guide p85 minus grid label reads 75mm but spec says 65/70 - using 70; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Phoenix Sensity 2 / Dark / Fast / Shine,NIV-1.53,Single vision,1.53,Aspheric,grind,65,-13.00,+0.00,-6.00,13.00,68.12,ViewProtect BlueControl,Sensity photochromic; guide p85; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Phoenix Sensity 2 / Dark / Fast / Shine,NIV-1.53,Single vision,1.53,Aspheric,grind,65,+8.25,+9.00,-6.00,,68.12,ViewProtect BlueControl,Sensity photochromic; guide p85; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Phoenix Sensity 2 / Dark / Fast / Shine,NIV-1.53,Single vision,1.53,Aspheric,grind,70,-10.00,+8.00,-6.00,10.00,69.77,Hi-Vision Meiryo Diamond,Sensity photochromic; guide p85 minus grid label reads 75mm but spec says 65/70 - using 70; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Phoenix Sensity 2 / Dark / Fast / Shine,NIV-1.53,Single vision,1.53,Aspheric,grind,65,-13.00,+0.00,-6.00,13.00,69.77,Hi-Vision Meiryo Diamond,Sensity photochromic; guide p85; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Phoenix Sensity 2 / Dark / Fast / Shine,NIV-1.53,Single vision,1.53,Aspheric,grind,65,+8.25,+9.00,-6.00,,69.77,Hi-Vision Meiryo Diamond,Sensity photochromic; guide p85; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Phoenix Sensity 2 / Dark / Fast / Shine,NIV-1.53,Single vision,1.53,Aspheric,grind,70,-10.00,+8.00,-6.00,10.00,72.27,Diamond Finish UV BlueControl,Sensity photochromic; guide p85 minus grid label reads 75mm but spec says 65/70 - using 70; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Phoenix Sensity 2 / Dark / Fast / Shine,NIV-1.53,Single vision,1.53,Aspheric,grind,65,-13.00,+0.00,-6.00,13.00,72.27,Diamond Finish UV BlueControl,Sensity photochromic; guide p85; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Phoenix Sensity 2 / Dark / Fast / Shine,NIV-1.53,Single vision,1.53,Aspheric,grind,65,+8.25,+9.00,-6.00,,72.27,Diamond Finish UV BlueControl,Sensity photochromic; guide p85; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Phoenix Sensity 2 / Dark / Fast / Shine,NIV-1.53,Single vision,1.53,Aspheric,grind,70,-10.00,+8.00,-6.00,10.00,74.77,Full Control,Sensity photochromic; guide p85 minus grid label reads 75mm but spec says 65/70 - using 70; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Phoenix Sensity 2 / Dark / Fast / Shine,NIV-1.53,Single vision,1.53,Aspheric,grind,65,-13.00,+0.00,-6.00,13.00,74.77,Full Control,Sensity photochromic; guide p85; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Phoenix Sensity 2 / Dark / Fast / Shine,NIV-1.53,Single vision,1.53,Aspheric,grind,65,+8.25,+9.00,-6.00,,74.77,Full Control,Sensity photochromic; guide p85; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Phoenix Sensity 2 / Dark / Fast / Shine,NIV-1.53,Single vision,1.53,Aspheric,grind,70,-10.00,+8.00,-6.00,10.00,66.77,Hi-Vision Sun Pro,Sensity photochromic; guide p85 minus grid label reads 75mm but spec says 65/70 - using 70; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Phoenix Sensity 2 / Dark / Fast / Shine,NIV-1.53,Single vision,1.53,Aspheric,grind,65,-13.00,+0.00,-6.00,13.00,66.77,Hi-Vision Sun Pro,Sensity photochromic; guide p85; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Phoenix Sensity 2 / Dark / Fast / Shine,NIV-1.53,Single vision,1.53,Aspheric,grind,65,+8.25,+9.00,-6.00,,66.77,Hi-Vision Sun Pro,Sensity photochromic; guide p85; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Phoenix Sensity 2 / Dark / Fast / Shine,NIV-1.53,Single vision,1.53,Aspheric,grind,70,-10.00,+8.00,-6.00,10.00,67.77,Mirror,Sensity photochromic; guide p85 minus grid label reads 75mm but spec says 65/70 - using 70; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Phoenix Sensity 2 / Dark / Fast / Shine,NIV-1.53,Single vision,1.53,Aspheric,grind,65,-13.00,+0.00,-6.00,13.00,67.77,Mirror,Sensity photochromic; guide p85; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Phoenix Sensity 2 / Dark / Fast / Shine,NIV-1.53,Single vision,1.53,Aspheric,grind,65,+8.25,+9.00,-6.00,,67.77,Mirror,Sensity photochromic; guide p85; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Eyas,NIV-1.60,Single vision,1.60,Aspheric,grind,75,-2.00,+4.00,-6.00,,49.52,Hi-Vision ViewProtect,guide p86
Hoya,Nulux iDentity V+ Eyas,NIV-1.60,Single vision,1.60,Aspheric,grind,70,-13.00,+0.00,-6.00,13.25,49.52,Hi-Vision ViewProtect,guide p86
Hoya,Nulux iDentity V+ Eyas,NIV-1.60,Single vision,1.60,Aspheric,grind,70,+4.25,+8.00,-6.00,,49.52,Hi-Vision ViewProtect,guide p86
Hoya,Nulux iDentity V+ Eyas,NIV-1.60,Single vision,1.60,Aspheric,grind,75,-2.00,+4.00,-6.00,,52.52,ViewProtect BlueControl,guide p86
Hoya,Nulux iDentity V+ Eyas,NIV-1.60,Single vision,1.60,Aspheric,grind,70,-13.00,+0.00,-6.00,13.25,52.52,ViewProtect BlueControl,guide p86
Hoya,Nulux iDentity V+ Eyas,NIV-1.60,Single vision,1.60,Aspheric,grind,70,+4.25,+8.00,-6.00,,52.52,ViewProtect BlueControl,guide p86
Hoya,Nulux iDentity V+ Eyas,NIV-1.60,Single vision,1.60,Aspheric,grind,75,-2.00,+4.00,-6.00,,54.17,Hi-Vision Meiryo Diamond,guide p86
Hoya,Nulux iDentity V+ Eyas,NIV-1.60,Single vision,1.60,Aspheric,grind,70,-13.00,+0.00,-6.00,13.25,54.17,Hi-Vision Meiryo Diamond,guide p86
Hoya,Nulux iDentity V+ Eyas,NIV-1.60,Single vision,1.60,Aspheric,grind,70,+4.25,+8.00,-6.00,,54.17,Hi-Vision Meiryo Diamond,guide p86
Hoya,Nulux iDentity V+ Eyas,NIV-1.60,Single vision,1.60,Aspheric,grind,75,-2.00,+4.00,-6.00,,56.67,Diamond Finish UV BlueControl,guide p86
Hoya,Nulux iDentity V+ Eyas,NIV-1.60,Single vision,1.60,Aspheric,grind,70,-13.00,+0.00,-6.00,13.25,56.67,Diamond Finish UV BlueControl,guide p86
Hoya,Nulux iDentity V+ Eyas,NIV-1.60,Single vision,1.60,Aspheric,grind,70,+4.25,+8.00,-6.00,,56.67,Diamond Finish UV BlueControl,guide p86
Hoya,Nulux iDentity V+ Eyas,NIV-1.60,Single vision,1.60,Aspheric,grind,75,-2.00,+4.00,-6.00,,59.17,Full Control,guide p86
Hoya,Nulux iDentity V+ Eyas,NIV-1.60,Single vision,1.60,Aspheric,grind,70,-13.00,+0.00,-6.00,13.25,59.17,Full Control,guide p86
Hoya,Nulux iDentity V+ Eyas,NIV-1.60,Single vision,1.60,Aspheric,grind,70,+4.25,+8.00,-6.00,,59.17,Full Control,guide p86
Hoya,Nulux iDentity V+ Eyas,NIV-1.60,Single vision,1.60,Aspheric,grind,75,-2.00,+4.00,-6.00,,51.17,Hi-Vision Sun Pro,guide p86
Hoya,Nulux iDentity V+ Eyas,NIV-1.60,Single vision,1.60,Aspheric,grind,70,-13.00,+0.00,-6.00,13.25,51.17,Hi-Vision Sun Pro,guide p86
Hoya,Nulux iDentity V+ Eyas,NIV-1.60,Single vision,1.60,Aspheric,grind,70,+4.25,+8.00,-6.00,,51.17,Hi-Vision Sun Pro,guide p86
Hoya,Nulux iDentity V+ Eyas,NIV-1.60,Single vision,1.60,Aspheric,grind,75,-2.00,+4.00,-6.00,,52.17,Mirror,guide p86
Hoya,Nulux iDentity V+ Eyas,NIV-1.60,Single vision,1.60,Aspheric,grind,70,-13.00,+0.00,-6.00,13.25,52.17,Mirror,guide p86
Hoya,Nulux iDentity V+ Eyas,NIV-1.60,Single vision,1.60,Aspheric,grind,70,+4.25,+8.00,-6.00,,52.17,Mirror,guide p86
Hoya,Nulux iDentity V+ Eyas Sensity 2 / Dark / Fast / Shine,NIV-1.60,Single vision,1.60,Aspheric,grind,75,-2.00,+4.00,-6.00,,72.32,Hi-Vision ViewProtect,Sensity photochromic; guide p86; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Eyas Sensity 2 / Dark / Fast / Shine,NIV-1.60,Single vision,1.60,Aspheric,grind,70,-13.00,+0.00,-6.00,13.25,72.32,Hi-Vision ViewProtect,Sensity photochromic; guide p86; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Eyas Sensity 2 / Dark / Fast / Shine,NIV-1.60,Single vision,1.60,Aspheric,grind,70,+4.25,+8.00,-6.00,,72.32,Hi-Vision ViewProtect,Sensity photochromic; guide p86; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Eyas Sensity 2 / Dark / Fast / Shine,NIV-1.60,Single vision,1.60,Aspheric,grind,75,-2.00,+4.00,-6.00,,75.32,ViewProtect BlueControl,Sensity photochromic; guide p86; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Eyas Sensity 2 / Dark / Fast / Shine,NIV-1.60,Single vision,1.60,Aspheric,grind,70,-13.00,+0.00,-6.00,13.25,75.32,ViewProtect BlueControl,Sensity photochromic; guide p86; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Eyas Sensity 2 / Dark / Fast / Shine,NIV-1.60,Single vision,1.60,Aspheric,grind,70,+4.25,+8.00,-6.00,,75.32,ViewProtect BlueControl,Sensity photochromic; guide p86; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Eyas Sensity 2 / Dark / Fast / Shine,NIV-1.60,Single vision,1.60,Aspheric,grind,75,-2.00,+4.00,-6.00,,76.97,Hi-Vision Meiryo Diamond,Sensity photochromic; guide p86; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Eyas Sensity 2 / Dark / Fast / Shine,NIV-1.60,Single vision,1.60,Aspheric,grind,70,-13.00,+0.00,-6.00,13.25,76.97,Hi-Vision Meiryo Diamond,Sensity photochromic; guide p86; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Eyas Sensity 2 / Dark / Fast / Shine,NIV-1.60,Single vision,1.60,Aspheric,grind,70,+4.25,+8.00,-6.00,,76.97,Hi-Vision Meiryo Diamond,Sensity photochromic; guide p86; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Eyas Sensity 2 / Dark / Fast / Shine,NIV-1.60,Single vision,1.60,Aspheric,grind,75,-2.00,+4.00,-6.00,,79.47,Diamond Finish UV BlueControl,Sensity photochromic; guide p86; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Eyas Sensity 2 / Dark / Fast / Shine,NIV-1.60,Single vision,1.60,Aspheric,grind,70,-13.00,+0.00,-6.00,13.25,79.47,Diamond Finish UV BlueControl,Sensity photochromic; guide p86; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Eyas Sensity 2 / Dark / Fast / Shine,NIV-1.60,Single vision,1.60,Aspheric,grind,70,+4.25,+8.00,-6.00,,79.47,Diamond Finish UV BlueControl,Sensity photochromic; guide p86; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Eyas Sensity 2 / Dark / Fast / Shine,NIV-1.60,Single vision,1.60,Aspheric,grind,75,-2.00,+4.00,-6.00,,81.97,Full Control,Sensity photochromic; guide p86; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Eyas Sensity 2 / Dark / Fast / Shine,NIV-1.60,Single vision,1.60,Aspheric,grind,70,-13.00,+0.00,-6.00,13.25,81.97,Full Control,Sensity photochromic; guide p86; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Eyas Sensity 2 / Dark / Fast / Shine,NIV-1.60,Single vision,1.60,Aspheric,grind,70,+4.25,+8.00,-6.00,,81.97,Full Control,Sensity photochromic; guide p86; clear-lens range shown - Sensity availability can be narrower
Hoya,Nulux iDentity V+ Eyas Sensity 2 / Dark / Fast / Shine,NIV-1.60,Single vision,1.60,Aspheric,grind,75,-2.00,+4.00,-6.00,,73.97,Hi-Vision Sun Pro,Sensity photochromic; guide p86; clear-lens range shown - Sensity availability can be narrower
